IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
104.17.92.206,4,2,0.50,757.50,0.00
104.17.102.151,4,2,0.50,759.51,0.00
104.17.251.249,4,2,0.50,760.69,0.00
104.18.198.62,4,2,0.50,761.49,0.00
104.19.209.13,4,2,0.50,762.85,0.00
104.17.57.101,4,2,0.50,764.30,0.00
104.16.53.158,4,2,0.50,765.30,0.00
104.18.158.27,4,2,0.50,765.56,0.00
104.17.212.156,4,2,0.50,766.87,0.00
104.18.206.110,4,2,0.50,768.17,0.00
104.18.46.89,4,2,0.50,769.24,0.00
104.17.126.141,4,2,0.50,769.82,0.00
104.18.180.69,4,2,0.50,771.36,0.00
104.17.124.132,4,2,0.50,773.44,0.00
104.17.32.185,4,2,0.50,773.66,0.00
104.17.203.110,4,2,0.50,783.79,0.00
104.18.15.124,4,2,0.50,784.52,0.00
104.18.155.12,4,2,0.50,789.09,0.00
104.17.194.198,4,2,0.50,792.39,0.00
104.16.166.142,4,2,0.50,793.29,0.00
104.17.115.72,4,2,0.50,794.34,0.00
104.16.186.240,4,2,0.50,797.89,0.00
104.17.152.81,4,2,0.50,799.87,0.00
104.17.33.55,4,2,0.50,801.87,0.00
104.18.89.38,4,2,0.50,803.11,0.00
162.159.57.69,4,2,0.50,809.19,0.00
104.18.243.145,4,2,0.50,810.39,0.00
104.18.223.173,4,2,0.50,812.76,0.00
104.17.99.135,4,2,0.50,814.69,0.00
162.159.56.212,4,2,0.50,814.99,0.00
104.18.176.151,4,2,0.50,815.39,0.00
104.18.8.214,4,2,0.50,815.78,0.00
104.16.106.102,4,2,0.50,816.27,0.00
104.18.47.122,4,2,0.50,824.48,0.00
104.16.243.166,4,2,0.50,827.97,0.00
104.18.248.116,4,2,0.50,828.80,0.00
104.18.216.174,4,2,0.50,831.36,0.00
104.17.86.146,4,2,0.50,832.71,0.00
162.159.23.35,4,2,0.50,833.85,0.00
162.159.13.177,4,2,0.50,834.23,0.00
104.17.235.73,4,2,0.50,839.98,0.00
104.16.250.248,4,2,0.50,841.15,0.00
104.18.215.183,4,2,0.50,843.29,0.00
104.18.5.18,4,2,0.50,846.09,0.00
104.17.25.39,4,2,0.50,849.61,0.00
104.18.179.79,4,2,0.50,851.26,0.00
104.16.206.219,4,2,0.50,853.40,0.00
104.18.211.228,4,2,0.50,856.40,0.00
104.16.71.71,4,2,0.50,856.60,0.00
104.18.191.154,4,2,0.50,856.90,0.00
104.18.225.50,4,2,0.50,857.85,0.00
104.18.140.245,4,2,0.50,860.97,0.00
104.17.255.134,4,2,0.50,868.87,0.00
104.16.150.75,4,2,0.50,869.89,0.00
172.65.223.251,4,2,0.50,870.10,0.00
104.19.172.141,4,2,0.50,870.48,0.00
104.16.240.213,4,2,0.50,871.19,0.00
104.18.90.180,4,2,0.50,871.76,0.00
172.65.253.250,4,2,0.50,874.22,0.00
104.17.89.28,4,2,0.50,874.89,0.00
162.159.0.187,4,2,0.50,875.26,0.00
172.65.193.157,4,2,0.50,876.47,0.00
162.159.130.204,4,2,0.50,877.46,0.00
104.17.227.133,4,2,0.50,879.94,0.00
172.64.69.79,4,2,0.50,881.29,0.00
172.64.151.155,4,2,0.50,885.12,0.00
104.17.208.179,4,2,0.50,886.21,0.00
162.159.20.78,4,2,0.50,892.61,0.00
104.17.217.229,4,2,0.50,896.49,0.00
172.65.236.152,4,2,0.50,902.22,0.00
104.17.183.126,4,2,0.50,902.82,0.00
108.162.195.114,4,2,0.50,905.71,0.00
104.18.141.157,4,2,0.50,905.99,0.00
173.245.59.229,4,2,0.50,907.90,0.00
162.159.8.131,4,2,0.50,915.16,0.00
162.159.15.223,4,2,0.50,916.00,0.00
104.17.121.241,4,2,0.50,916.67,0.00
162.159.27.8,4,2,0.50,921.25,0.00
104.17.148.97,4,2,0.50,923.02,0.00
104.17.180.207,4,2,0.50,923.90,0.00
104.17.200.61,4,2,0.50,925.01,0.00
104.17.241.82,4,2,0.50,931.75,0.00
104.18.44.3,4,2,0.50,933.18,0.00
172.65.206.13,4,2,0.50,934.13,0.00
172.65.247.132,4,2,0.50,939.66,0.00
104.17.114.127,4,2,0.50,941.14,0.00
104.18.32.133,4,2,0.50,942.71,0.00
172.64.155.57,4,2,0.50,949.23,0.00
172.65.225.140,4,2,0.50,950.31,0.00
104.18.220.158,4,2,0.50,952.71,0.00
104.16.233.212,4,2,0.50,954.06,0.00
104.16.158.36,4,2,0.50,955.48,0.00
104.17.49.98,4,2,0.50,961.72,0.00
162.159.41.239,4,2,0.50,961.96,0.00
162.159.62.80,4,2,0.50,977.54,0.00
104.16.145.42,4,2,0.50,981.38,0.00
162.159.202.241,4,2,0.50,988.36,0.00
104.17.160.76,4,2,0.50,992.28,0.00
104.17.45.140,4,2,0.50,998.45,0.00
104.17.91.92,4,2,0.50,999.42,0.00
172.64.229.242,4,1,0.75,141.78,0.00
104.22.30.121,4,1,0.75,188.26,0.00
104.22.50.144,4,1,0.75,189.27,0.00
104.22.29.156,4,1,0.75,190.18,0.00
104.17.131.224,4,1,0.75,190.98,0.00
104.18.41.21,4,1,0.75,191.96,0.00
104.17.79.118,4,1,0.75,194.93,0.00
104.17.72.49,4,1,0.75,198.30,0.00
172.64.153.19,4,1,0.75,198.94,0.00
104.17.65.33,4,1,0.75,199.03,0.00
104.16.37.223,4,1,0.75,199.17,0.00
104.17.134.228,4,1,0.75,199.48,0.00
104.18.23.203,4,1,0.75,199.78,0.00
104.22.57.90,4,1,0.75,200.23,0.00
104.16.220.155,4,1,0.75,200.41,0.00
104.17.64.105,4,1,0.75,201.33,0.00
104.16.40.99,4,1,0.75,201.49,0.00
104.18.17.177,4,1,0.75,201.89,0.00
104.16.217.193,4,1,0.75,202.04,0.00
172.64.154.166,4,1,0.75,203.51,0.00
104.22.62.88,4,1,0.75,204.21,0.00
104.17.66.157,4,1,0.75,204.69,0.00
104.17.142.69,4,1,0.75,204.73,0.00
104.22.28.111,4,1,0.75,206.55,0.00
104.16.214.1,4,1,0.75,207.63,0.00
104.22.22.98,4,1,0.75,208.58,0.00
104.16.41.254,4,1,0.75,208.75,0.00
104.18.34.157,4,1,0.75,208.79,0.00
104.17.75.131,4,1,0.75,209.82,0.00
104.22.56.177,4,1,0.75,211.12,0.00
172.67.2.205,4,1,0.75,211.47,0.00
104.17.139.133,4,1,0.75,211.79,0.00
172.67.47.153,4,1,0.75,211.94,0.00
104.16.221.202,4,1,0.75,212.34,0.00
104.22.23.166,4,1,0.75,212.65,0.00
172.67.26.76,4,1,0.75,214.49,0.00
172.67.1.51,4,1,0.75,214.87,0.00
172.65.89.124,4,1,0.75,215.12,0.00
104.22.53.235,4,1,0.75,215.20,0.00
172.67.38.50,4,1,0.75,215.84,0.00
104.17.135.216,4,1,0.75,216.11,0.00
172.65.94.48,4,1,0.75,216.37,0.00
172.65.93.58,4,1,0.75,222.83,0.00
104.22.52.157,4,1,0.75,223.19,0.00
172.67.31.62,4,1,0.75,225.51,0.00
172.67.29.119,4,1,0.75,226.47,0.00
172.67.11.40,4,1,0.75,229.18,0.00
172.67.21.208,4,1,0.75,229.38,0.00
172.67.12.167,4,1,0.75,232.18,0.00
104.16.46.25,4,1,0.75,232.89,0.00
104.18.29.74,4,1,0.75,234.78,0.00
172.67.37.184,4,1,0.75,235.52,0.00
172.67.10.210,4,1,0.75,241.73,0.00
172.65.86.167,4,1,0.75,249.50,0.00
172.67.22.200,4,1,0.75,252.37,0.00
104.29.68.169,4,1,0.75,258.28,0.00
172.67.46.10,4,1,0.75,267.92,0.00
162.159.160.167,4,1,0.75,273.28,0.00
104.29.67.129,4,1,0.75,306.97,0.00
104.18.12.241,4,1,0.75,467.88,0.00
104.17.83.173,4,1,0.75,471.36,0.00
104.18.7.252,4,1,0.75,479.25,0.00
104.16.148.105,4,1,0.75,549.05,0.00
198.41.214.189,4,1,0.75,624.07,0.00
104.17.199.125,4,1,0.75,633.94,0.00
104.17.171.216,4,1,0.75,648.50,0.00
172.64.38.64,4,1,0.75,703.51,0.00
104.16.236.179,4,1,0.75,706.46,0.00
104.17.93.116,4,1,0.75,709.18,0.00
162.159.26.107,4,1,0.75,733.14,0.00
104.17.6.43,4,1,0.75,743.91,0.00
104.17.243.34,4,1,0.75,746.03,0.00
104.17.101.235,4,1,0.75,760.98,0.00
104.18.102.190,4,1,0.75,771.88,0.00
104.17.228.62,4,1,0.75,788.77,0.00
104.18.236.156,4,1,0.75,811.95,0.00
104.16.100.100,4,1,0.75,887.05,0.00
104.17.202.112,4,1,0.75,902.19,0.00
172.65.228.15,4,1,0.75,903.83,0.00
172.65.243.170,4,1,0.75,906.81,0.00
104.17.4.34,4,1,0.75,909.15,0.00
172.64.49.229,4,1,0.75,947.94,0.00
104.18.45.192,4,1,0.75,948.08,0.00
104.16.230.155,4,1,0.75,955.40,0.00
104.17.54.193,4,1,0.75,956.63,0.00
104.17.252.161,4,1,0.75,999.92,0.00
198.41.222.114,4,1,0.75,1001.26,0.00
104.17.244.242,4,1,0.75,1001.60,0.00
198.41.208.122,4,1,0.75,1003.52,0.00
